Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17466119883,"Feb 20, 2026, 10:03:54 PM",Afternoon Run,Run,,3152,9.67,176.0,71,false,,,activities/18563297000.fit.gz,,,3152.0,3068.0,9671.2,6.9,3.152,51.6,62.0,258.2,293.0,35.7,-0.1,,,,,176.0,164.0,,164.0,432.0,,,71.0,,,,,,,,,162.0,3150.0,,,0.0,,1.0,9774.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.068,0.0,,,,8854.0,0.0,,189.0,147.0,3.186,,,,,,,,,,,,""
17455126321,"Feb 19, 2026, 9:18:47 PM",Afternoon Run,Run,,3071,9.72,181.0,92,false,,,activities/18552266676.fit.gz,,,3071.0,3031.0,9722.7,4.54,3.208,48.0,60.2,259.0,294.6,35.7,-0.1,,,,,181.0,173.0,,166.0,437.0,,,92.0,,,,,,,,,165.0,3072.0,,,0.0,,1.0,9791.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.166,0.0,,,,8556.0,0.0,,192.0,150.0,3.231,,,,,,,,,,,,""
17444007379,"Feb 18, 2026, 1:36:49 PM",Morning Run,Run,,3192,9.76,180.0,87,false,,,activities/18541116639.fit.gz,,,3192.0,3106.0,9764.2,5.484,3.144,53.8,59.0,259.8,293.8,26.1,-0.1,,,,,180.0,171.0,,163.0,448.0,,,87.0,,,,,,,,,160.0,3191.0,,,0.0,,1.0,9894.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.059,0.0,,,,8820.0,0.0,,186.0,145.0,3.186,,,,,,,,,,,,""
17433252067,"Feb 17, 2026, 9:53:16 PM",Afternoon Run,Run,,3079,9.72,184.0,92,false,,,activities/18530338025.fit.gz,,,3079.0,3024.0,9726.7,5.26,3.216,47.6,56.6,258.0,292.8,31.2,-0.1,,,,,184.0,173.0,,169.0,441.0,,,92.0,,,,,,,,,168.0,3077.0,,,0.0,,1.0,9798.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159,0.0,,,,8520.0,0.0,,199.0,153.0,3.24,,,,,,,,,,,,""
17432227186,"Feb 16, 2026, 1:40:12 PM",Morning Run,Run,,3293,9.66,170.0,59,false,,,activities/18529315214.fit.gz,,,3293.0,3110.0,9664.5,4.78,3.108,58.4,65.0,260.0,296.0,42.2,-0.1,,,,,170.0,160.0,,162.0,435.0,,,59.0,,,,,,,,,158.0,3293.0,,,0.0,,1.0,9822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.935,0.0,,,,8974.0,0.0,,189.0,144.0,3.158,,,,,,,,,,,,""
17411667331,"Feb 15, 2026, 5:53:55 PM",Lunch Run,Run,,3109,9.68,173.0,70,false,,,activities/18508661311.fit.gz,,,3109.0,3030.0,9687.2,5.46,3.197,50.6,57.8,258.6,294.4,43.7,-0.1,,,,,173.0,164.0,,167.0,436.0,,,70.0,,,,,,,,,165.0,3111.0,,,0.0,,1.0,9776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.116,0.0,,,,8626.0,0.0,,194.0,150.0,3.226,,,,,,,,,,,,""
17399975430,"Feb 14, 2026, 8:09:41 PM",14 with my fav ☺️,Run,[strava://athletes/119335171/16]Manita Mahapatra,7590,22.73,,,false,,,activities/17399975430.fit,,,7590.0,7269.0,22736.8,4.588,3.128,149.6,154.0,256.4,314.4,47.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,23052.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.996,268.5,,,,,0.0,,,,3.171,,,0.0,0.0,,,,0.0,,,,""
17384558515,"Feb 13, 2026, 1:41:26 PM",Morning Run🌞,Run,ran into the one and only [strava://athletes/86088615/13]Salma Ibrahim:),3081,9.80,174.0,69,false,,,activities/18481371982.fit.gz,,,3081.0,3008.0,9808.7,5.52,3.261,50.0,60.8,258.4,294.6,35.4,-0.1,,,,,174.0,164.0,,169.0,441.0,,,69.0,,,,,,,,,167.0,3082.0,,,0.0,,1.0,9861.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.184,0.0,,,,8770.0,0.0,,197.0,152.0,3.278,,,0.0,0.0,,,,0.0,,,,""
17378640013,"Feb 12, 2026, 8:56:47 PM",feels like is 40 degrees 🙀🙀,Run,"",3125,9.70,177.0,71,false,,,activities/18475422089.fit.gz,,,3125.0,3024.0,9704.1,4.92,3.209,52.0,60.8,260.4,293.8,46.2,-0.1,,,,,177.0,163.0,,167.0,437.0,,,71.0,,,,,,,,,165.0,3127.0,,,0.0,,1.0,9792.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.105,0.0,,,,8644.0,0.0,,195.0,150.0,3.238,,,0.0,0.0,,,,0.0,,,,""
17362894168,"Feb 11, 2026, 1:36:16 PM",Morning Run,Run,"",3182,9.66,179.0,75,false,,,activities/18459666790.fit.gz,,,3182.0,3140.0,9662.5,4.58,3.077,41.8,50.6,257.2,294.0,23.3,-0.1,,,,,179.0,166.0,,161.0,436.0,,,75.0,,,,,,,,,160.0,3184.0,,,0.0,,1.0,9717.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,9066.0,0.0,,186.0,145.0,3.095,,,0.0,0.0,,,,0.0,,,,""
17345282488,"Feb 9, 2026, 11:10:48 PM",beautiful out today 🤗,Run,"",3221,9.73,176.0,73,false,,,activities/18441976746.fit.gz,,,3221.0,3123.0,9737.0,5.54,3.118,58.6,68.6,259.2,294.8,46.2,-0.1,,,,,176.0,163.0,,162.0,434.0,,,73.0,,,,,,,,,160.0,3220.0,,,0.0,,1.0,9838.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.023,0.0,,,,8910.0,0.0,,188.0,145.0,3.15,,,0.0,0.0,,,,0.0,,,,""
17332232204,"Feb 8, 2026, 5:13:30 PM",Lunch Run,Run,,3107,9.69,172.0,70,false,,,activities/18428826918.fit.gz,,,3107.0,3073.0,9689.4,5.24,3.153,41.6,48.2,0.0,296.0,14.7,-0.1,,,,,172.0,163.0,,164.0,435.0,,,70.0,,,,,,,,,164.0,3108.0,,,0.0,,1.0,9764.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.119,0.0,,,,8894.0,0.0,,191.0,149.0,3.178,,,,,,,,,,,,""
17320238314,"Feb 7, 2026, 4:53:11 PM",Morning Run,Run,,3148,9.69,178.0,69,false,,,activities/18416677553.fit.gz,,,3148.0,3095.0,9695.1,5.04,3.132,54.8,64.2,260.8,296.8,15.0,-0.1,,,,,178.0,161.0,,163.0,437.0,,,69.0,,,,,,,,,163.0,3130.0,,,0.0,,1.0,9780.8,1770480000.0,1.0,-11.4,-8.1,-16.3,0.67,1031.0,1.5,2.1,21.0,0.0,1770469544.0,1770506316.0,0.625,,,0.0,1.0,0.28,26998.0,1.0,,,,,,3.08,0.0,,,,8856.0,0.0,,190.0,148.0,3.16,,,,,,,,,,,,""
17306577813,"Feb 6, 2026, 1:36:40 PM",Morning Run,Run,ran into [strava://athletes/86088615/13]Salma Ibrahim:),3581,10.88,176.0,83,false,,,activities/18402877959.fit.gz,,,3581.0,3479.0,10888.0,5.04,3.13,58.6,69.0,258.6,284.4,7.5,-0.1,,,,,176.0,164.0,,162.0,488.0,,,83.0,,,,,,,,,160.0,3581.0,,,0.0,,1.0,11074.2,1770382800.0,3.0,0.2,-6.6,-0.8,0.93,1007.8,5.8,12.7,339.0,0.0,1770383211.0,1770419828.0,0.625,,,0.32,6.0,0.88,14927.0,0.0,,,,,,3.04,0.0,,,,10176.0,0.0,,209.0,145.0,3.183,,,0.0,0.0,,,,0.0,,,,""
17300147875,"Feb 5, 2026, 9:13:56 PM",Afternoon Run,Run,,3097,9.66,186.0,82,false,,,activities/18396369418.fit.gz,,,3097.0,2993.0,9668.5,5.74,3.23,60.2,64.8,257.2,295.2,45.8,0.0,,,,,186.0,168.0,,169.0,435.0,,,82.0,,,,,,,,,165.0,3097.0,,,0.0,,1.0,9775.1,1770325200.0,3.0,0.2,-4.5,-2.8,0.8,1009.3,3.6,6.9,245.0,0.0,1770296885.0,1770333350.0,0.625,,,0.35,6.0,0.99,18348.0,1.0,,,,,,3.122,0.0,,,,8430.0,0.0,,193.0,150.0,3.266,,,,,,,,,,,,""
17290393139,"Feb 4, 2026, 11:55:50 PM",Black tie w chicory = 🐐👑,Run,treadyy:),3083,9.66,187.0,107,false,,,activities/18386537275.fit.gz,,,3083.0,3083.0,9660.0,5.16,3.133,0.0,0.0,0.0,0.0,0.0,0.0,,,,,187.0,178.0,,,437.0,,,107.0,,,,,,,,,,,,,0.0,,1.0,9659.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.133,0.0,,,,8570.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17260633213,"Feb 2, 2026, 1:30:26 PM",❄️❄️,Run,"",3205,9.71,174.0,73,false,,,activities/18356623245.fit.gz,,,3205.0,3150.0,9710.5,4.88,3.083,45.8,55.2,258.8,294.0,38.4,-0.1,,,,,174.0,164.0,,160.0,435.0,,,73.0,,,,,,,,,159.0,3206.0,,,0.0,,1.0,9761.5,1770037200.0,3.0,-6.8,-9.9,-8.5,0.88,1019.1,3.1,5.5,299.0,0.0,1770037902.0,1770073917.0,0.5,,,0.0,1.0,0.88,11947.0,0.0,,,,,,3.03,0.0,,,,8974.0,0.0,,186.0,145.0,3.099,,,0.0,0.0,,,,0.0,,,,""
17252885532,"Feb 1, 2026, 4:48:52 PM",Morning Run,Run,,3201,9.72,179.0,75,false,,,activities/18348801036.fit.gz,,,3201.0,3084.0,9721.6,4.9,3.152,57.6,56.2,0.0,295.8,37.3,-0.1,,,,,179.0,165.0,,165.0,439.0,,,75.0,,,,,,,,,163.0,3202.0,,,0.0,,1.0,10002.2,1769961600.0,3.0,-8.1,-15.3,-12.0,0.74,1024.1,4.7,10.0,197.0,0.0,1769951558.0,1769987426.0,0.375,,,0.0,1.0,0.92,22342.0,1.0,,,,,,3.037,0.0,,,,8872.0,0.0,,195.0,148.0,3.243,,,,,,,,,,,,""
17240729037,"Jan 31, 2026, 4:12:09 PM",nice out + trail clear 😊,Run,"",3231,9.67,176.0,75,false,,,activities/18336488384.fit.gz,,,3231.0,3082.0,9676.2,5.46,3.14,52.8,61.4,260.0,296.4,29.3,-0.1,,,,,176.0,166.0,,164.0,434.0,,,75.0,,,,,,,,,161.0,3217.0,,,0.0,,1.0,9753.6,1769875200.0,2.0,-9.6,-15.6,-13.2,0.75,1034.0,4.8,7.6,345.0,0.0,1769865224.0,1769900944.0,0.375,,,0.0,1.0,0.61,20970.0,1.0,,,,,,2.995,0.0,,,,8708.0,0.0,,190.0,146.0,3.165,,,0.0,0.0,,,,0.0,,,,""
17227817565,"Jan 30, 2026, 2:06:34 PM",run pt.2 (got bored of running in one pace 😭),Run,"1mi 8mph, 0.5mi slow, 1mi 8mph",1185,4.06,188.0,43,false,,,activities/18323467327.fit.gz,,,1185.0,1185.0,4060.0,3.94,3.426,0.0,0.0,0.0,0.0,0.0,0.0,,,,,188.0,180.0,,,181.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,3675.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.426,0.0,,,,3348.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17227820318,"Jan 30, 2026, 1:35:23 PM",run pt 1.,Run,treadyy,1815,5.60,174.0,42,false,,,activities/18323470020.fit.gz,,,1815.0,1815.0,5604.0,5.98,3.088,0.0,0.0,0.0,0.0,0.0,0.0,,,,,174.0,164.0,,,300.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,5665.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.088,0.0,,,,5044.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17221442515,"Jan 29, 2026, 8:59:22 PM",Afternoon Run,Run,treadyy:),3106,9.66,181.0,73,false,,,activities/18317046244.fit.gz,,,3106.0,3106.0,9668.2,5.267,3.113,0.0,0.0,0.0,0.0,0.0,0.0,,,,,181.0,166.0,,,425.0,,,73.0,,,,,,,,,,,,,0.0,,1.0,9668.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.113,0.0,,,,8652.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17206022536,"Jan 28, 2026, 1:45:00 PM",Morning Run,Run,on the treadyy:),3071,9.80,189.0,119,false,,,activities/18301553982.fit.gz,,,3071.0,3071.0,9800.2,3.82,3.191,0.0,0.0,0.0,0.0,0.0,0.0,,,,,189.0,181.0,,,462.0,,,119.0,,,,,,,,,,,,,0.0,,1.0,9793.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.191,0.0,,,,8654.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
17184049593,"Jan 26, 2026, 3:53:31 PM",Morning Run,Run,treadmill:),3132,10.24,180.0,91,false,,,activities/18279497268.fit.gz,,,3132.0,3132.0,10245.9,3.8,3.271,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.0,172.0,,,450.0,,,91.0,,,,,,,,,,,,,0.0,,1.0,10245.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.271,0.0,,,,8870.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
17174794237,"Jan 25, 2026, 3:52:24 PM",Morning Run,Run,tready:),3100,9.98,185.0,100,false,,,activities/18270111805.fit.gz,,,3100.0,3100.0,9988.1,3.76,3.222,0.0,0.0,0.0,0.0,0.0,0.0,,,,,185.0,176.0,,,441.0,,,100.0,,,,,,,,,,,,,0.0,,1.0,9988.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.222,0.0,,,,8790.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
17163641306,"Jan 24, 2026, 4:45:02 PM",Morning Run,Run,treadyy:),3102,9.65,,,false,,,,,,3102.0,3102.0,9656.1,,3.113,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.113,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17139051728,"Jan 22, 2026, 1:08:15 PM",Morning Run,Run,dreadmil 😭,3191,10.04,182.0,88,false,,,activities/18234055285.fit.gz,,,3191.0,3044.0,10039.9,4.15,3.298,0.0,0.0,0.0,0.0,0.0,0.0,,,,,182.0,171.0,,,441.0,,,88.0,,,,,,,,,,,,,0.0,,1.0,10164.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146,0.0,,,,8832.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
17129524281,"Jan 21, 2026, 4:25:58 PM",first run outside in a while!,Run,took advantage of my 4 hour gap in my schedule!,3213,9.75,175.0,80,false,,,activities/18224458985.fit.gz,,,3213.0,3143.0,9753.3,4.54,3.103,49.8,62.8,257.4,296.2,21.7,-0.1,,,,,175.0,167.0,,164.0,444.0,,,80.0,,,,,,,,,162.0,3214.0,,,0.0,,1.0,9825.5,1769011200.0,3.0,-7.0,-13.1,-9.1,0.85,1013.4,4.1,8.5,266.0,0.0,1769001765.0,1769036168.0,0.125,,,0.73,6.0,0.92,18176.0,1.0,,,,,,3.036,0.0,,,,8878.0,0.0,,193.0,147.0,3.126,,,0.0,0.0,,,,,,,,""
17115641976,"Jan 20, 2026, 1:03:11 PM",Morning Run,Run,,3075,9.74,178.0,85,false,,,activities/18210484433.fit.gz,,,3075.0,3058.0,9740.0,10.5,3.185,0.0,0.0,0.0,0.0,0.0,0.0,,,,,178.0,170.0,,,438.0,,,85.0,,,,,,,,,,,,,0.0,,1.0,8539.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.167,0.0,,,,8484.0,0.0,,,,,,,,,,,,,,,,""
17104888528,"Jan 19, 2026, 3:20:42 PM",Morning Run,Run,getting a treadmill at the nick is a warzone 😭,3093,9.67,180.0,87,false,,,activities/18199679069.fit.gz,,,3093.0,3093.0,9678.0,3.66,3.129,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.0,171.0,,,447.0,,,87.0,,,,,,,,,,,,,0.0,,1.0,8742.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.129,0.0,,,,8602.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
17095164510,"Jan 18, 2026, 3:26:00 PM",Morning Run,Run,"treadyy:)
going back to madison today 😢",3001,9.65,,,false,,,,,,3001.0,3001.0,9656.1,,3.218,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.218,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17085192863,"Jan 17, 2026, 7:12:00 PM",Afternoon Run,Run,tready:),3002,9.65,,,false,,,,,,3002.0,3002.0,9656.1,,3.217,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.217,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17075271112,"Jan 17, 2026, 12:04:00 AM",Evening Run,Run,short and sweet on the treadyy:),1619,5.79,,,false,,,,,,1619.0,1619.0,5793.6,,3.579,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.579,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17061603783,"Jan 15, 2026, 6:09:58 PM",Lunch Run,Run,treadyy,3081,9.65,,,false,,,,,,3081.0,3081.0,9656.1,,3.134,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.134,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17039432231,"Jan 13, 2026, 6:47:28 PM",ummm hello… January you still there?!,Run,"",5511,16.10,178.0,146,false,,,activities/18133571139.fit.gz,,,5511.0,5450.0,16103.8,4.06,2.955,65.0,67.6,267.0,298.6,23.8,0.0,,,,,178.0,168.0,,154.0,717.0,,,146.0,,,,,,,,,153.0,5512.0,,,0.0,,1.0,16236.5,1768327200.0,1.0,8.8,6.4,2.8,0.66,998.3,5.5,11.6,258.0,0.0,1768310550.0,1768344069.0,0.875,,,0.0,1.0,0.04,27812.0,1.0,,,,,,2.922,15619.0,,,,15392.0,0.0,,296.0,139.0,2.979,,,0.0,0.0,,,,,,,,""
17027146416,"Jan 12, 2026, 7:36:42 PM",Afternoon Run,Run,pov you are starving so you can’t run w/o eating but then the whole run you suffer bc you ate 🤦‍♀️,3436,9.90,177.0,92,false,,,activities/18121200380.fit.gz,,,3436.0,3401.0,9901.1,4.56,2.911,49.0,52.2,266.6,291.0,19.4,0.0,,,,,177.0,168.0,,152.0,441.0,,,92.0,,,,,,,,,151.0,3438.0,,,0.0,,1.0,9958.0,1768244400.0,1.0,2.8,-0.1,-1.7,0.72,1016.6,5.2,7.2,251.0,0.0,1768224174.0,1768257599.0,0.875,,,0.0,1.0,0.1,23302.0,1.0,,,,,,2.882,7965.8,,,,9424.0,0.0,,179.0,137.0,2.928,,,0.0,0.0,,,,,,,,""
17016005479,"Jan 11, 2026, 6:16:06 PM",Lunch Run,Run,on the treadyy! finally feel way better after getting the flu:),3151,9.65,,,false,,,,,,3151.0,3151.0,9656.1,,3.064,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.064,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16993643642,"Jan 9, 2026, 8:51:19 PM",Afternoon Run,Run,with manita and betty again,1822,4.84,172.0,35,false,,,activities/18087297073.fit.gz,,,1822.0,1819.0,4841.2,3.94,2.661,41.6,43.4,266.2,294.2,13.7,0.0,,,,,172.0,158.0,,141.0,221.0,,,35.0,,,,,,,,,142.0,1823.0,,,0.0,,1.0,4900.1,1767988800.0,1.0,5.1,1.8,0.6,0.73,1017.6,4.7,7.8,320.0,0.0,1767965041.0,1767998203.0,0.625,,,0.76,6.0,0.37,22446.0,1.0,,,,,,2.657,866.1,,,,5120.0,0.0,,84.0,129.0,2.694,,,0.0,0.0,,,,,,,,""
16980876362,"Jan 8, 2026, 4:26:17 PM",shorts weather 🤔,Run,with manita and betty:),1806,5.07,174.0,37,false,,,activities/18074454846.fit.gz,,,1806.0,1806.0,5069.9,4.46,2.807,39.8,39.4,266.6,294.4,7.5,0.0,,,,,174.0,161.0,,147.0,227.0,,,37.0,,,,,,,,,148.0,1807.0,,,0.0,,1.0,5132.8,1767888000.0,3.0,5.6,0.9,3.1,0.84,1008.3,4.1,8.9,192.0,0.0,1767878647.0,1767911733.0,0.625,,,0.92,5.0,0.95,23611.0,1.0,,,,,,2.807,1037.4,,,,5046.0,0.0,,91.0,135.0,2.842,,,0.0,0.0,,,,,,,,""
16970878088,"Jan 7, 2026, 6:26:52 PM",Lunch Workout,Workout,jump rope:),728,0,165.0,4,false,,,activities/18064387145.fit.gz,,,728.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,165.0,143.0,,,77.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16970878014,"Jan 7, 2026, 5:25:13 PM",Lunch Run,Run,lovely out today 😊,3217,9.88,185.0,88,false,,,activities/18064386921.fit.gz,,,3217.0,3188.0,9880.1,4.8,3.099,44.8,48.8,266.6,289.2,33.7,0.0,,,,,185.0,170.0,,161.0,443.0,,,88.0,,,,,,,,,160.0,3218.0,,,0.0,,1.0,9930.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.071,9210.9,,,,9020.0,0.0,,188.0,145.0,3.115,,,0.0,0.0,,,,,,,,""
16961732786,"Jan 6, 2026, 9:15:09 PM",Afternoon Run,Run,,4312,12.87,183.0,129,false,,,activities/18055137501.fit.gz,,,4312.0,4141.0,12877.4,4.4,3.11,46.8,49.6,268.2,280.2,23.8,0.0,,,,,183.0,174.0,,159.0,566.0,,,129.0,,,,,,,,,158.0,4314.0,,,0.0,,1.0,13436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.986,2336.0,,,,12158.0,0.0,,247.0,144.0,3.245,,,,,,,,,,,,""
16948138443,"Jan 5, 2026, 5:50:02 PM",Lunch Run,Run,with [strava://athletes/171081804/10]leah gonwa and [strava://athletes/119335171/16]Manita Mahapatra:),3092,9.80,186.0,99,false,,,activities/18041426606.fit.gz,,,3092.0,3028.0,9799.7,5.58,3.236,64.2,65.4,268.4,286.0,17.0,0.0,,,,,186.0,176.0,,168.0,444.0,,,99.0,,,,,,,,,167.0,3094.0,,,0.0,,1.0,9963.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.169,1536.1,,,,8750.0,0.0,,198.0,152.0,3.29,,,0.0,0.0,,,,,,,,""
16946573246,"Jan 4, 2026, 4:34:17 PM",Morning Walk,Walk,,4397,5.08,115.0,7,false,,,activities/18039858090.fit.gz,,,4397.0,4096.0,5084.8,2.368,1.241,56.4,59.2,261.8,294.6,30.6,-0.1,,,,,115.0,95.0,,,160.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156,0.0,,,,5748.0,0.0,,,,,,,,,,,,,,,,""
16926833511,"Jan 3, 2026, 6:16:31 PM",Lunch Run,Run,on the treadmill:),2076,6.44,188.0,56,false,,,activities/18019857432.fit.gz,,,2076.0,1830.0,6446.1,4.54,3.522,0.0,0.0,0.0,0.0,0.0,0.0,,,,,188.0,169.0,,,287.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,6591.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.105,0.0,,,,5260.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
16917745987,"Jan 2, 2026, 10:23:35 PM",Afternoon Run,Run,,3106,9.88,186.0,64,false,,,activities/18010664912.fit.gz,,,3106.0,3033.0,9883.2,4.24,3.259,0.0,0.0,0.0,0.0,0.0,0.0,,,,,186.0,161.0,,,435.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,9956.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.182,0.0,,,,8340.0,0.0,,,,,,,,,,,,,,,,""
16907240133,"Jan 1, 2026, 9:41:24 PM",Afternoon Run,Run,treadyyy,3111,9.69,184.0,92,false,,,activities/18000049673.fit.gz,,,3111.0,3017.0,9690.8,5.8,3.212,0.0,0.0,0.0,0.0,0.0,0.0,,,,,184.0,172.0,,,425.0,,,92.0,,,,,,,,,,,,,0.0,,1.0,9710.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.115,0.0,,,,8342.0,0.0,,,,,,,0.0,0.0,,,,,,,,""
16897514019,"Dec 31, 2025, 7:16:56 PM",Afternoon Workout,Workout,jope rope:),731,0,148.0,3,false,,,activities/17990108700.fit.gz,,,731.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,140.0,,,75.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16897378479,"Dec 31, 2025, 5:58:01 PM",last run of the year,Run,on the treadyyyy:),3976,10.29,190.0,102,false,,,activities/17989970217.fit.gz,,,3976.0,3151.0,10295.0,4.02,3.267,0.0,0.0,0.0,0.0,0.0,0.0,,,,,190.0,170.0,,,456.0,,,102.0,,,,,,,,,,,,,0.0,,1.0,10486.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.589,0.0,,,,8918.0,0.0,,,,,,,0.0,,,,,,,,,""
16888432808,"Dec 30, 2025, 9:33:29 PM",Afternoon Run,Run,on the tready again!,3293,10.00,184.0,103,false,,,activities/17980885296.fit.gz,,,3293.0,3150.0,9999.5,4.2,3.174,0.0,0.0,0.0,0.0,0.0,0.0,,,,,184.0,174.0,,,442.0,,,103.0,,,,,,,,,,,,,0.0,,1.0,10028.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,8740.0,0.0,,,,,,,0.0,,,,,,,,,""
16878426469,"Dec 29, 2025, 9:43:00 PM",Afternoon Run,Run,On the treadyy:/,3002,9.65,,,false,,,,,,3002.0,3002.0,9656.1,,3.217,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.217,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
